2020-09-25 20:13:52,815 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-09-25 20:13:52,870 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-09-25 20:13:52,872 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-09-25 20:13:52,873 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-09-25 20:13:52,897 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-09-25 20:13:52,898 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-09-25 20:13:52,972 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-09-25 20:28:51,178 INFO  SwAddin.cs: 271 - Assembly export called for file СборкаТОП.SLDASM
2020-09-25 20:28:51,190 INFO  SwAddin.cs: 282 - A rebuild is required
2020-09-25 20:28:51,191 INFO  SwAddin.cs: 290 - Saving assembly
2020-09-25 20:28:51,635 INFO  SwAddin.cs: 293 - Opening property manager
2020-09-25 20:28:51,659 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from СборкаТОП.SLDASM
2020-09-25 20:28:51,665 INFO  ExportHelperExtension.cs: 1142 - Found 30 in СборкаТОП.SLDASM
2020-09-25 20:28:51,666 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in СборкаТОП.SLDASM
2020-09-25 20:28:51,666 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-09-25 20:28:51,667 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-09-25 20:28:51,668 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Деталь1-2
2020-09-25 20:28:51,669 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Деталь1-2
2020-09-25 20:28:51,669 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Деталь1-2
2020-09-25 20:28:51,670 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Деталь1-1
2020-09-25 20:28:51,670 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Деталь1-1
2020-09-25 20:28:51,671 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Деталь1-1
2020-09-25 20:28:51,671 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Опора-1
2020-09-25 20:28:51,672 INFO  ExportHelperExtension.cs: 1142 - Found 24 in Опора-1
2020-09-25 20:28:51,672 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Опора-1
2020-09-25 20:28:51,673 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Корпус-2
2020-09-25 20:28:51,673 INFO  ExportHelperExtension.cs: 1142 - Found 35 in Корпус-2
2020-09-25 20:28:51,674 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Корпус-2
2020-09-25 20:28:51,674 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from СборкаТОП.SLDASM
2020-09-25 20:28:51,675 INFO  ExportHelperExtension.cs: 1142 - Found 30 in СборкаТОП.SLDASM
2020-09-25 20:28:51,675 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in СборкаТОП.SLDASM
2020-09-25 20:28:51,676 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-09-25 20:28:51,676 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-09-25 20:28:51,676 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Деталь1-2
2020-09-25 20:28:51,677 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Деталь1-2
2020-09-25 20:28:51,677 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Деталь1-2
2020-09-25 20:28:51,677 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Деталь1-1
2020-09-25 20:28:51,678 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Деталь1-1
2020-09-25 20:28:51,678 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Деталь1-1
2020-09-25 20:28:51,679 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Опора-1
2020-09-25 20:28:51,679 INFO  ExportHelperExtension.cs: 1142 - Found 24 in Опора-1
2020-09-25 20:28:51,679 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Опора-1
2020-09-25 20:28:51,680 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Корпус-2
2020-09-25 20:28:51,680 INFO  ExportHelperExtension.cs: 1142 - Found 35 in Корпус-2
2020-09-25 20:28:51,681 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Корпус-2
2020-09-25 20:28:51,969 INFO  SwAddin.cs: 316 - Loading config tree
2020-09-25 20:28:51,974 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-09-25 20:28:51,978 INFO  SwAddin.cs: 321 - Showing property manager
2020-09-25 20:28:57,574 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-09-25 20:28:57,760 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-09-25 20:28:57,984 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-09-25 20:29:19,204 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-09-25 20:29:38,783 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-09-25 20:29:54,979 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-09-25 20:29:59,536 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-09-25 20:30:01,199 INFO  ExportHelperExtension.cs: 338 - Creating joint Left_Motor_Link
2020-09-25 20:30:01,206 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2020-09-25 20:30:01,207 INFO  ExportHelperExtension.cs: 1414 - Fixing 27
2020-09-25 20:30:01,370 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2020-09-25 20:30:01,372 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-09-25 20:30:01,373 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-09-25 20:30:01,373 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-09-25 20:30:01,459 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 27
2020-09-25 20:30:03,139 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child Left_Motor_Link failed
2020-09-25 20:30:03,143 INFO  ExportHelperExtension.cs: 338 - Creating joint Right_Motor_Joint
2020-09-25 20:30:03,144 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2020-09-25 20:30:03,144 INFO  ExportHelperExtension.cs: 1414 - Fixing 27
2020-09-25 20:30:03,287 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2020-09-25 20:30:03,288 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-09-25 20:30:03,288 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-09-25 20:30:03,289 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-09-25 20:30:03,289 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 27
2020-09-25 20:30:04,923 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child Right_Motor_Joint failed
2020-09-25 20:30:04,946 INFO  ExportHelperExtension.cs: 338 - Creating joint Opora_Link
2020-09-25 20:30:04,947 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2020-09-25 20:30:04,947 INFO  ExportHelperExtension.cs: 1414 - Fixing 27
2020-09-25 20:30:05,085 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2020-09-25 20:30:05,086 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-09-25 20:30:05,086 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-09-25 20:30:05,087 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-09-25 20:30:05,087 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 27
2020-09-25 20:30:06,112 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child Opora_Link failed
2020-09-25 20:30:06,231 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from СборкаТОП.SLDASM
2020-09-25 20:30:06,239 INFO  ExportHelperExtension.cs: 1142 - Found 38 in СборкаТОП.SLDASM
2020-09-25 20:30:06,240 INFO  ExportHelperExtension.cs: 1152 - Found 4 features of type [CoordSys] in СборкаТОП.SLDASM
2020-09-25 20:30:06,240 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-09-25 20:30:06,241 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-09-25 20:30:06,241 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Деталь1-2
2020-09-25 20:30:06,242 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Деталь1-2
2020-09-25 20:30:06,242 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Деталь1-2
2020-09-25 20:30:06,243 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Деталь1-1
2020-09-25 20:30:06,243 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Деталь1-1
2020-09-25 20:30:06,243 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Деталь1-1
2020-09-25 20:30:06,244 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Опора-1
2020-09-25 20:30:06,244 INFO  ExportHelperExtension.cs: 1142 - Found 24 in Опора-1
2020-09-25 20:30:06,245 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Опора-1
2020-09-25 20:30:06,246 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Корпус-2
2020-09-25 20:30:06,246 INFO  ExportHelperExtension.cs: 1142 - Found 35 in Корпус-2
2020-09-25 20:30:06,247 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Корпус-2
2020-09-25 20:30:06,248 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from СборкаТОП.SLDASM
2020-09-25 20:30:06,249 INFO  ExportHelperExtension.cs: 1142 - Found 38 in СборкаТОП.SLDASM
2020-09-25 20:30:06,249 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [RefAxis] in СборкаТОП.SLDASM
2020-09-25 20:30:06,250 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-09-25 20:30:06,250 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-09-25 20:30:06,250 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Деталь1-2
2020-09-25 20:30:06,251 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Деталь1-2
2020-09-25 20:30:06,251 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Деталь1-2
2020-09-25 20:30:06,252 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Деталь1-1
2020-09-25 20:30:06,252 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Деталь1-1
2020-09-25 20:30:06,252 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Деталь1-1
2020-09-25 20:30:06,253 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Опора-1
2020-09-25 20:30:06,253 INFO  ExportHelperExtension.cs: 1142 - Found 24 in Опора-1
2020-09-25 20:30:06,254 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Опора-1
2020-09-25 20:30:06,254 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Корпус-2
2020-09-25 20:30:06,255 INFO  ExportHelperExtension.cs: 1142 - Found 35 in Корпус-2
2020-09-25 20:30:06,255 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Корпус-2
2020-09-25 20:30:06,306 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-09-25 20:30:53,447 INFO  AssemblyExportForm.cs: 254 - Completing URDF export
2020-09-25 20:30:53,463 INFO  Serialization.cs: 275 - URDF Configuration found
